batch_id,timestamp,machine_id,temperature_C,pressure_bar,raw_material_kg,batch_size_kg,reaction_rate_constant,reaction_time_min,machine_runtime_min,downtime_min,cycle_time_min,conversion_percent,production_kg,defective_kg,good_production_kg,yield_percent,energy_kWh,energy_cost,total_cost,cost_per_good_kg,throughput_kg_hr,maintenance_event
6672,2026-07-10 22:00:00,M02,70.66,4.594,1005.59,1004.7,0.004061,120.99,141.03,8.81,149.84,55.0,552.59,10.89,541.7,53.87,696.76,90.58,2662.89,4.916,216.91,No
6673,2026-07-11 00:00:00,M03,66.29,4.684,936.87,908.3,0.003481,190.97,213.03,11.8,224.83,55.0,499.57,7.1,492.46,52.56,1015.21,131.98,2478.65,5.033,131.42,No
6674,2026-07-11 02:00:00,M03,66.3,3.714,897.32,873.04,0.003366,133.52,149.77,1.06,150.83,55.0,480.17,8.29,471.89,52.59,703.92,91.51,2427.61,5.144,187.72,No
6675,2026-07-11 04:00:00,M04,69.51,3.781,1004.54,982.61,0.003789,157.09,178.89,8.89,187.78,55.0,540.43,9.99,530.45,52.8,875.74,113.85,2573.42,4.851,169.49,No
6676,2026-07-11 06:00:00,M01,75.5,4.985,1120.86,1103.05,0.004876,121.57,138.8,3.89,142.69,55.0,606.68,14.74,591.93,52.81,743.05,96.6,2671.97,4.514,248.9,No
6677,2026-07-11 08:00:00,M03,79.1,4.168,994.96,980.59,0.005361,109.65,131.48,36.75,168.23,55.0,539.32,11.62,527.7,53.04,716.17,93.1,2440.43,4.625,188.2,No
6678,2026-07-11 10:00:00,M05,69.88,3.903,898.05,876.6,0.003855,101.11,125.17,11.45,136.62,55.0,482.13,10.19,471.94,52.55,579.42,75.32,2175.33,4.609,207.26,No
6679,2026-07-11 12:00:00,M01,66.44,3.73,1114.52,1084.55,0.003385,122.32,145.35,55.09,200.44,55.0,596.5,12.36,584.14,52.41,673.03,87.49,2869.99,4.913,174.86,No
6680,2026-07-11 14:00:00,M03,74.63,4.136,930.33,909.06,0.004595,125.32,142.07,9.73,151.79,55.0,499.98,11.32,488.67,52.53,749.85,97.48,2539.02,5.196,193.16,No
6681,2026-07-11 16:00:00,M04,74.79,4.879,1133.14,1092.9,0.004741,104.87,125.27,18.19,143.45,55.0,601.1,16.06,585.04,51.63,643.76,83.69,2947.44,5.038,244.69,No
6682,2026-07-11 18:00:00,M05,73.32,4.508,976.32,958.3,0.004447,116.57,132.7,10.37,143.07,55.0,527.06,8.39,518.67,53.13,700.82,91.11,2552.78,4.922,217.52,No
6683,2026-07-11 20:00:00,M03,73.52,4.282,1009.28,993.44,0.004442,120.41,133.85,7.2,141.05,55.0,546.39,10.62,535.77,53.08,721.98,93.86,2693.68,5.028,227.9,No
6684,2026-07-11 22:00:00,M05,71.38,4.915,1140.48,1129.41,0.004212,115.72,132.83,14.89,147.72,55.0,621.18,19.15,602.02,52.79,675.84,87.86,2933.0,4.872,244.52,No
6685,2026-07-12 00:00:00,M02,72.54,4.828,878.37,866.95,0.004375,108.43,129.71,21.25,150.96,55.0,476.82,8.47,468.35,53.32,652.42,84.82,2340.58,4.997,186.15,No
6686,2026-07-12 02:00:00,M02,71.0,4.35,905.49,911.4,0.004076,139.12,156.03,5.74,161.77,55.0,501.27,6.45,494.81,54.65,811.82,105.54,2352.84,4.755,183.52,No
6687,2026-07-12 04:00:00,M05,77.89,5.449,970.61,965.51,0.005376,78.67,102.49,8.24,110.73,55.0,531.03,12.63,518.4,53.41,509.04,66.18,2362.16,4.557,280.9,No
6688,2026-07-12 06:00:00,M05,84.26,4.089,987.4,981.33,0.00635,83.27,101.58,4.51,106.08,55.0,539.73,13.78,525.95,53.27,584.46,75.98,2379.28,4.524,297.47,No
6689,2026-07-12 08:00:00,M03,72.99,4.694,1237.79,1224.64,0.004424,116.77,130.49,1.64,132.13,55.0,673.55,13.26,660.29,53.34,696.55,90.55,3032.45,4.593,299.83,No
6690,2026-07-12 10:00:00,M03,71.96,4.023,920.07,912.19,0.004169,135.58,152.49,16.62,169.11,55.0,501.7,11.78,489.92,53.25,795.32,103.39,2262.48,4.618,173.83,No
6691,2026-07-12 12:00:00,M03,73.41,4.606,882.62,867.04,0.004475,167.01,182.46,15.34,197.8,55.0,476.87,7.51,469.36,53.18,970.82,126.21,2315.04,4.932,142.38,No
6692,2026-07-12 14:00:00,M01,68.38,4.088,915.77,903.13,0.003678,133.99,157.26,9.26,166.53,55.0,496.72,6.57,490.15,53.52,748.74,97.34,2339.59,4.773,176.6,No
6693,2026-07-12 16:00:00,M05,76.21,4.408,1020.89,1029.12,0.004898,122.03,142.05,17.92,159.97,55.0,566.02,13.73,552.29,54.1,754.3,98.06,2681.82,4.856,207.15,No
6694,2026-07-12 18:00:00,M05,74.43,5.276,1044.28,1027.74,0.004745,123.02,140.78,20.03,160.81,55.0,565.26,17.07,548.19,52.49,743.05,96.6,2655.01,4.843,204.54,No
6695,2026-07-12 20:00:00,M03,69.69,4.628,936.36,907.35,0.003927,155.16,176.14,21.62,197.76,55.0,499.04,9.67,489.37,52.26,868.88,112.95,2546.71,5.204,148.47,No
6696,2026-07-12 22:00:00,M02,76.96,4.415,1001.89,995.24,0.005028,109.56,124.47,1.42,125.9,55.0,547.38,12.98,534.41,53.34,687.72,89.4,2498.17,4.675,254.69,No
6697,2026-07-13 00:00:00,M02,72.1,3.851,1175.07,1169.78,0.004164,162.34,175.79,12.85,188.64,55.0,643.38,17.12,626.26,53.3,929.93,120.89,2909.66,4.646,199.19,No
6698,2026-07-13 02:00:00,M01,66.66,4.285,1003.17,989.98,0.00348,177.83,190.8,3.93,194.73,55.0,544.49,11.61,532.88,53.12,943.92,122.71,2757.82,5.175,164.19,No
6699,2026-07-13 04:00:00,M04,73.93,3.746,1028.89,990.26,0.004423,140.17,150.86,7.04,157.9,55.0,544.65,10.57,534.08,51.91,841.78,109.43,2727.88,5.108,202.94,No
6700,2026-07-13 06:00:00,M03,73.3,4.599,1170.01,1170.52,0.004458,103.2,116.96,4.7,121.65,55.0,643.79,13.7,630.09,53.85,616.11,80.09,2915.54,4.627,310.77,No
6701,2026-07-13 08:00:00,M02,77.28,4.588,937.18,925.71,0.005114,112.29,132.55,15.8,148.35,55.0,509.14,11.9,497.24,53.06,710.14,92.32,2360.38,4.747,201.1,No
6702,2026-07-13 10:00:00,M04,76.57,4.119,931.29,913.86,0.004911,107.62,128.54,8.51,137.05,55.0,502.62,5.05,497.57,53.43,679.68,88.36,2538.0,5.101,217.83,No
6703,2026-07-13 12:00:00,M05,71.4,4.949,957.73,957.02,0.00422,118.94,133.46,1.28,134.75,55.0,526.36,9.78,516.58,53.94,690.41,89.75,2438.6,4.721,230.02,No
6704,2026-07-13 14:00:00,M01,69.4,4.885,952.49,915.06,0.003922,132.5,142.46,15.54,158.01,55.0,503.28,7.62,495.66,52.04,743.85,96.7,2509.25,5.062,188.22,No
6705,2026-07-13 16:00:00,M03,72.01,4.267,836.11,824.69,0.004211,133.63,150.01,3.45,153.47,55.0,453.58,6.71,446.87,53.45,774.31,100.66,2280.52,5.103,174.71,No
6706,2026-07-13 18:00:00,M03,74.0,4.454,1012.42,990.66,0.004545,132.35,152.35,3.62,155.97,55.0,544.86,10.74,534.12,52.76,782.58,101.74,2623.13,4.911,205.46,No
6707,2026-07-13 20:00:00,M01,74.66,3.935,1019.52,1022.49,0.004567,140.4,161.73,60.27,222.01,55.0,562.37,13.97,548.39,53.79,849.86,110.48,2566.14,4.679,148.21,No
6708,2026-07-13 22:00:00,M03,73.66,4.078,983.27,971.39,0.004432,143.86,162.84,25.52,188.36,55.0,534.26,11.32,522.94,53.18,864.94,112.44,2539.79,4.857,166.58,No
6709,2026-07-14 00:00:00,M03,71.5,3.715,1022.27,996.33,0.004057,145.23,159.2,6.15,165.35,55.0,547.98,9.98,538.0,52.63,832.97,108.29,2578.74,4.793,195.22,No
6710,2026-07-14 02:00:00,M01,77.48,3.985,1023.23,1021.86,0.005042,113.29,134.2,4.62,138.83,55.0,562.02,10.01,552.01,53.95,713.55,92.76,2587.77,4.688,238.58,No
6711,2026-07-14 04:00:00,M01,68.29,4.153,881.55,842.31,0.003674,147.65,167.23,17.92,185.15,55.0,463.27,9.31,453.96,51.5,805.06,104.66,2334.6,5.143,147.11,No
6712,2026-07-14 06:00:00,M05,85.64,3.453,1025.98,1016.84,0.006495,84.41,105.37,75.77,181.14,55.0,559.26,26.34,532.93,51.94,612.83,79.67,2608.41,4.895,176.53,No
6713,2026-07-14 08:00:00,M02,76.2,4.46,1050.27,1018.59,0.004905,103.56,118.0,38.19,156.19,55.0,560.22,14.1,546.12,52.0,645.55,83.92,2629.92,4.816,209.79,No
6714,2026-07-14 10:00:00,M04,65.8,4.66,856.26,838.67,0.003416,156.51,176.56,23.93,200.49,55.0,461.27,7.9,453.37,52.95,827.35,107.55,2275.21,5.018,135.68,No
6715,2026-07-14 12:00:00,M04,73.02,4.196,1131.68,1111.44,0.004353,136.41,157.89,41.29,199.17,55.0,611.29,12.95,598.34,52.87,790.82,102.81,2751.7,4.599,180.25,No
6716,2026-07-14 14:00:00,M05,76.25,3.0,888.78,885.15,0.004665,146.49,159.09,16.98,176.07,55.0,486.83,11.09,475.74,53.53,893.6,116.17,2312.77,4.861,162.12,No
6717,2026-07-14 16:00:00,M04,70.08,4.086,897.56,907.83,0.003908,142.2,157.74,39.37,197.11,55.0,499.31,10.81,488.5,54.42,808.48,105.1,2378.33,4.869,148.7,No
6718,2026-07-14 18:00:00,M05,63.78,3.573,1018.18,981.16,0.003052,165.76,177.67,41.36,219.03,55.0,539.64,11.23,528.41,51.9,842.51,109.53,2640.97,4.998,144.75,Yes
6719,2026-07-14 20:00:00,M04,66.29,3.926,1048.12,1038.01,0.003389,188.92,203.67,29.5,233.17,55.0,570.91,12.25,558.66,53.3,995.22,129.38,2683.94,4.804,143.75,No
6720,2026-07-14 22:00:00,M03,74.98,4.853,1069.99,1082.22,0.004768,87.17,104.76,9.33,114.09,55.0,595.22,12.07,583.15,54.5,542.09,70.47,2616.55,4.487,306.68,No
6721,2026-07-15 00:00:00,M02,62.35,3.104,1050.49,1027.51,0.002846,226.93,239.13,50.63,289.77,55.0,565.13,14.51,550.62,52.42,1124.06,146.13,2664.56,4.839,114.01,Yes
6722,2026-07-15 02:00:00,M02,64.03,3.833,953.23,931.66,0.003109,147.51,169.96,39.26,209.22,55.0,512.42,12.46,499.95,52.45,764.8,99.42,2429.01,4.858,143.38,No
6723,2026-07-15 04:00:00,M02,74.95,4.573,1009.77,997.48,0.004718,130.72,153.23,9.97,163.2,55.0,548.62,14.78,533.84,52.87,800.26,104.03,2443.39,4.577,196.26,No
6724,2026-07-15 06:00:00,M01,70.78,3.884,971.5,966.59,0.003978,133.5,150.98,5.63,156.61,55.0,531.62,8.52,523.1,53.84,773.27,100.53,2470.14,4.722,200.4,No
6725,2026-07-15 08:00:00,M03,68.17,3.85,1015.68,1008.46,0.003619,163.36,178.73,58.21,236.94,55.0,554.65,9.46,545.2,53.68,893.8,116.19,2671.96,4.901,138.06,Yes
6726,2026-07-15 10:00:00,M02,69.28,5.115,1006.16,986.74,0.003935,184.12,201.94,15.56,217.5,55.0,542.71,12.67,530.04,52.68,1024.09,133.13,2587.85,4.882,146.21,No
6727,2026-07-15 12:00:00,M01,63.91,4.37,954.56,931.05,0.003155,159.64,183.48,14.55,198.02,55.0,512.08,9.67,502.41,52.63,831.14,108.05,2314.37,4.607,152.23,No
6728,2026-07-15 14:00:00,M02,74.66,4.62,968.75,969.52,0.004678,105.03,125.53,6.24,131.77,55.0,533.24,10.28,522.95,53.98,645.72,83.94,2520.01,4.819,238.12,No
6729,2026-07-15 16:00:00,M04,67.56,4.423,833.3,813.06,0.003613,158.59,169.39,70.86,240.25,55.0,447.18,9.88,437.3,52.48,853.17,110.91,2227.65,5.094,109.21,Yes
6730,2026-07-15 18:00:00,M03,69.05,4.273,1074.71,1033.88,0.003792,179.94,188.93,19.67,208.6,55.0,568.63,8.64,559.99,52.11,992.44,129.02,2708.51,4.837,161.08,No
6731,2026-07-15 20:00:00,M04,73.91,4.769,1026.78,993.47,0.00458,126.76,141.14,8.56,149.7,55.0,546.41,5.64,540.77,52.67,759.68,98.76,2526.23,4.672,216.74,No
6732,2026-07-15 22:00:00,M03,70.59,5.057,792.4,775.03,0.004115,138.6,156.43,9.23,165.66,55.0,426.27,10.03,416.24,52.53,782.95,101.78,2152.73,5.172,150.76,No
6733,2026-07-16 00:00:00,M05,68.12,3.442,1071.38,1074.5,0.003561,162.82,174.01,7.28,181.28,55.0,590.98,7.76,583.21,54.44,902.17,117.28,2782.42,4.771,193.03,No
6734,2026-07-16 02:00:00,M04,61.06,4.184,995.23,966.11,0.002818,174.24,191.41,20.77,212.18,55.0,531.36,9.81,521.55,52.41,859.73,111.76,2648.1,5.077,147.48,No
6735,2026-07-16 04:00:00,M01,74.02,4.181,915.69,918.67,0.004505,128.86,140.16,63.49,203.65,55.0,505.27,10.45,494.82,54.04,765.14,99.47,2262.54,4.572,145.79,Yes
6736,2026-07-16 06:00:00,M05,72.43,4.007,907.71,908.33,0.004236,126.84,144.88,0.13,145.01,55.0,499.58,8.83,490.75,54.06,744.88,96.83,2374.24,4.838,203.06,No
6737,2026-07-16 08:00:00,M01,69.15,4.641,938.06,926.52,0.003855,173.04,191.91,7.52,199.42,55.0,509.59,11.23,498.36,53.13,952.33,123.8,2390.87,4.797,149.94,No
6738,2026-07-16 10:00:00,M03,66.29,4.316,916.16,874.4,0.003437,182.53,207.34,36.08,243.42,55.0,480.92,12.02,468.9,51.18,969.62,126.05,2348.98,5.01,115.58,No
6739,2026-07-16 12:00:00,M04,72.07,5.066,928.25,901.14,0.004338,107.63,125.11,12.03,137.14,55.0,495.63,10.9,484.72,52.22,635.62,82.63,2363.17,4.875,212.07,No
6740,2026-07-16 14:00:00,M02,74.64,4.695,1153.06,1127.0,0.004687,116.41,132.99,15.65,148.64,55.0,619.85,13.73,606.12,52.57,701.26,91.16,2937.06,4.846,244.66,No
6741,2026-07-16 16:00:00,M03,72.54,4.814,1033.4,1039.36,0.004372,138.81,162.15,50.69,212.83,55.0,571.65,11.46,560.19,54.21,826.23,107.41,2679.89,4.784,157.92,No
6742,2026-07-16 18:00:00,M02,81.01,3.66,1183.24,1157.41,0.005616,87.75,108.37,42.86,151.22,55.0,636.58,16.27,620.31,52.42,609.38,79.22,2962.39,4.776,246.12,No
6743,2026-07-16 20:00:00,M01,75.88,3.837,1020.32,995.55,0.004747,102.26,120.43,17.24,137.67,55.0,547.55,18.87,528.68,51.82,636.11,82.69,2492.5,4.715,230.42,No
6744,2026-07-16 22:00:00,M01,71.41,3.874,1052.13,1038.73,0.004066,130.84,147.63,9.92,157.54,55.0,571.3,11.31,559.99,53.22,756.07,98.29,2507.76,4.478,213.27,No
6745,2026-07-17 00:00:00,M01,76.06,4.795,920.74,891.35,0.004939,120.07,144.87,21.43,166.3,55.0,490.24,11.81,478.43,51.96,749.4,97.42,2417.08,5.052,172.62,No
6746,2026-07-17 02:00:00,M01,72.27,3.765,984.88,969.81,0.004175,154.58,169.65,6.85,176.51,55.0,533.4,7.59,525.81,53.39,889.41,115.62,2564.25,4.877,178.74,No
6747,2026-07-17 04:00:00,M03,72.25,3.778,992.65,968.25,0.004174,140.03,152.12,6.53,158.65,55.0,532.54,11.57,520.97,52.48,819.58,106.55,2510.35,4.819,197.02,No
6748,2026-07-17 06:00:00,M03,79.13,3.695,1055.81,1074.02,0.005278,142.7,159.93,54.11,214.03,55.37,594.71,11.56,583.16,55.23,901.91,117.25,2667.1,4.574,163.48,Yes
6749,2026-07-17 08:00:00,M03,67.06,5.439,995.55,969.65,0.003672,140.46,157.2,5.57,162.76,55.0,533.31,10.86,522.44,52.48,755.45,98.21,2556.51,4.893,192.59,No
6750,2026-07-17 10:00:00,M04,72.13,4.136,1031.62,1040.04,0.00421,147.99,170.81,12.2,183.01,55.0,572.02,15.16,556.86,53.98,853.19,110.92,2629.31,4.722,182.57,No
6751,2026-07-17 12:00:00,M01,78.54,4.438,1028.4,998.9,0.005311,90.97,109.59,16.21,125.81,55.0,549.4,14.88,534.51,51.98,592.5,77.02,2643.06,4.945,254.92,No
6752,2026-07-17 14:00:00,M02,73.7,3.687,972.74,961.22,0.004378,157.33,178.99,20.08,199.07,55.0,528.67,10.73,517.94,53.25,927.04,120.51,2601.49,5.023,156.11,No
6753,2026-07-17 16:00:00,M04,69.97,4.632,963.49,954.82,0.003967,168.82,176.58,11.08,187.66,55.0,525.15,10.67,514.48,53.4,933.37,121.34,2508.98,4.877,164.5,No
6754,2026-07-17 18:00:00,M05,62.62,3.402,939.79,927.29,0.002906,213.65,230.31,14.55,244.86,55.0,510.01,9.3,500.71,53.28,1060.45,137.86,2496.58,4.986,122.69,No
6755,2026-07-17 20:00:00,M03,59.51,3.759,1097.41,1082.01,0.002619,166.38,190.28,26.84,217.12,55.0,595.1,9.91,585.19,53.32,786.99,102.31,2839.17,4.852,161.72,No
6756,2026-07-17 22:00:00,M01,83.42,3.871,972.78,968.25,0.00613,101.16,114.84,21.74,136.59,55.0,532.54,16.37,516.16,53.06,695.12,90.37,2258.85,4.376,226.74,No
6757,2026-07-18 00:00:00,M04,73.7,4.298,1029.6,1019.31,0.004473,112.92,129.8,6.89,136.69,55.0,560.62,11.11,549.51,53.37,685.0,89.05,2594.61,4.722,241.21,No
6758,2026-07-18 02:00:00,M05,68.79,3.843,985.91,969.08,0.003699,162.53,183.89,11.93,195.82,55.0,532.99,12.6,520.39,52.78,888.95,115.56,2442.5,4.694,159.45,No
6759,2026-07-18 04:00:00,M02,73.92,4.886,1095.64,1070.33,0.004601,99.34,115.32,31.02,146.34,55.0,588.68,14.5,574.18,52.41,611.59,79.51,2788.51,4.856,235.42,No
6760,2026-07-18 06:00:00,M02,66.79,4.426,821.07,807.12,0.003513,167.22,188.35,7.28,195.64,55.0,443.92,6.63,437.29,53.26,887.55,115.38,2246.54,5.137,134.11,No
6761,2026-07-18 08:00:00,M01,70.18,3.89,1027.27,1009.66,0.003895,138.72,154.31,5.15,159.45,55.0,555.31,5.81,549.5,53.49,782.4,101.71,2403.11,4.373,206.77,No
6762,2026-07-18 10:00:00,M03,66.82,4.649,887.06,871.65,0.003545,143.36,161.21,6.17,167.38,55.0,479.41,8.39,471.02,53.1,770.28,100.14,2353.18,4.996,168.84,No
6763,2026-07-18 12:00:00,M05,64.23,4.023,1035.16,1020.58,0.003153,194.01,214.69,10.49,225.18,55.0,561.32,7.94,553.38,53.46,989.69,128.66,2695.09,4.87,147.45,No
6764,2026-07-18 14:00:00,M04,60.42,3.934,986.81,955.32,0.002728,206.46,220.09,6.79,226.88,55.0,525.43,9.69,515.74,52.26,986.65,128.26,2638.18,5.115,136.39,No
6765,2026-07-18 16:00:00,M02,63.21,4.603,866.95,843.25,0.003099,177.94,192.68,8.17,200.85,55.0,463.79,9.65,454.14,52.38,898.99,116.87,2369.92,5.219,135.67,No
6766,2026-07-18 18:00:00,M04,77.62,3.096,1030.39,1025.22,0.004906,126.92,148.58,38.18,186.76,55.0,563.87,13.5,550.37,53.41,810.59,105.38,2673.31,4.857,176.82,No
6767,2026-07-18 20:00:00,M05,66.57,4.531,1020.18,977.32,0.003498,203.25,218.09,28.88,246.97,55.0,537.53,10.6,526.93,51.65,1076.97,140.01,2711.92,5.147,128.01,No
6768,2026-07-18 22:00:00,M03,74.94,3.879,979.19,978.57,0.004603,127.72,146.22,0.95,147.17,55.0,538.21,10.66,527.55,53.88,770.44,100.16,2412.73,4.573,215.08,No
6769,2026-07-19 00:00:00,M05,77.26,3.878,990.59,969.09,0.004985,86.35,108.24,2.34,110.59,55.0,533.0,12.76,520.24,52.52,562.97,73.19,2413.36,4.639,282.26,No
6770,2026-07-19 02:00:00,M02,72.09,5.081,1014.54,1019.64,0.004343,103.42,121.79,23.61,145.4,55.0,560.8,13.57,547.23,53.94,625.69,81.34,2731.25,4.991,225.82,No
6771,2026-07-19 04:00:00,M02,70.36,3.961,1106.04,1105.72,0.003929,145.62,164.71,7.59,172.3,55.0,608.15,12.44,595.71,53.86,831.22,108.06,2904.7,4.876,207.44,No
6772,2026-07-19 06:00:00,M03,72.73,4.63,971.71,953.32,0.004374,147.36,171.56,4.4,175.96,55.0,524.32,8.63,515.7,53.07,860.96,111.93,2549.62,4.944,175.85,No
6773,2026-07-19 08:00:00,M03,69.71,4.326,1091.17,1071.88,0.003889,148.42,175.62,13.78,189.4,55.0,589.53,12.03,577.51,52.93,836.28,108.72,2710.6,4.694,182.95,No
6774,2026-07-19 10:00:00,M05,78.62,4.372,996.63,1000.73,0.005313,114.0,132.54,19.51,152.05,55.0,550.4,15.22,535.18,53.7,734.39,95.47,2578.24,4.818,211.18,No
6775,2026-07-19 12:00:00,M03,82.32,4.087,1116.62,1116.93,0.005956,94.45,110.75,19.11,129.86,55.0,614.31,17.16,597.15,53.48,650.19,84.52,2759.26,4.621,275.9,No
6776,2026-07-19 14:00:00,M02,79.97,4.064,978.84,975.58,0.005502,116.28,137.61,22.06,159.67,55.0,536.57,12.35,524.22,53.56,750.33,97.54,2685.97,5.124,196.99,No
6777,2026-07-19 16:00:00,M02,60.17,4.888,940.03,938.84,0.002792,219.76,234.65,18.48,253.13,55.0,516.36,13.29,503.08,53.52,1047.25,136.14,2629.47,5.227,119.25,No
6778,2026-07-19 18:00:00,M03,69.6,4.619,901.21,875.93,0.003913,125.2,148.46,8.42,156.88,55.0,481.76,8.91,472.85,52.47,713.91,92.81,2263.91,4.788,180.85,No
6779,2026-07-19 20:00:00,M02,72.02,3.975,996.96,984.46,0.00417,144.08,159.89,26.35,186.24,55.0,541.45,12.83,528.62,53.02,837.6,108.89,2523.35,4.773,170.3,No
6780,2026-07-19 22:00:00,M04,74.55,3.729,928.61,906.1,0.004516,99.73,116.04,27.25,143.29,55.0,498.36,11.1,487.25,52.47,616.03,80.08,2351.38,4.826,204.03,No
6781,2026-07-20 00:00:00,M02,62.5,3.937,1126.4,1094.46,0.002949,203.76,217.66,28.86,246.52,55.0,601.95,14.27,587.68,52.17,1021.6,132.81,3055.12,5.199,143.03,No
6782,2026-07-20 02:00:00,M02,62.41,4.642,921.59,909.58,0.003012,181.14,195.74,5.96,201.7,55.0,500.27,11.13,489.14,53.08,895.31,116.39,2507.82,5.127,145.5,No
6783,2026-07-20 04:00:00,M03,79.19,4.73,937.9,919.17,0.005483,105.62,128.34,4.45,132.79,55.0,505.54,13.12,492.42,52.5,687.76,89.41,2231.74,4.532,222.49,No
6784,2026-07-20 06:00:00,M01,68.92,4.45,1052.3,1034.41,0.003798,155.75,175.12,86.71,261.84,55.0,568.93,16.7,552.23,52.48,863.57,112.26,2782.54,5.039,126.54,Yes
6785,2026-07-20 08:00:00,M04,63.82,3.472,1106.72,1083.48,0.003046,193.13,210.92,31.49,242.41,55.0,595.91,16.57,579.35,52.35,982.52,127.73,2994.06,5.168,143.4,No
6786,2026-07-20 10:00:00,M03,65.93,4.539,1065.79,1033.76,0.003418,197.24,223.44,6.1,229.54,55.0,568.57,10.19,558.38,52.39,1019.83,132.58,2765.51,4.953,145.96,No
6787,2026-07-20 12:00:00,M03,74.15,4.787,1095.28,1101.15,0.004621,123.25,141.73,8.28,150.01,55.0,605.63,8.7,596.93,54.5,738.91,96.06,2807.45,4.703,238.76,No
6788,2026-07-20 14:00:00,M04,67.48,4.278,992.78,979.75,0.003583,162.23,180.16,23.55,203.72,55.0,538.86,10.99,527.87,53.17,883.01,114.79,2737.02,5.185,155.47,No
6789,2026-07-20 16:00:00,M04,73.33,5.091,994.05,961.93,0.004538,147.1,160.65,25.94,186.59,55.0,529.06,18.28,510.78,51.38,868.57,112.91,2700.57,5.287,164.24,No
6790,2026-07-20 18:00:00,M05,66.62,3.606,1181.06,1165.92,0.003391,209.46,224.23,1.77,225.99,55.0,641.26,11.57,629.69,53.32,1101.15,143.15,3100.1,4.923,167.18,No
6791,2026-07-20 20:00:00,M02,62.41,4.508,1152.12,1155.88,0.002998,188.68,202.94,17.15,220.09,55.0,635.73,8.14,627.59,54.47,945.15,122.87,2989.61,4.764,171.09,No
6792,2026-07-20 22:00:00,M02,79.83,3.741,1064.28,1060.56,0.005414,97.58,112.84,25.09,137.93,55.0,583.31,20.52,562.79,52.88,646.67,84.07,2688.27,4.777,244.82,No
6793,2026-07-21 00:00:00,M04,74.19,4.676,1099.59,1076.26,0.004611,115.4,131.52,8.9,140.43,55.0,591.94,11.89,580.05,52.75,691.1,89.84,2811.5,4.847,247.84,No
6794,2026-07-21 02:00:00,M03,70.16,4.476,1077.27,1054.71,0.003973,151.27,168.13,1.56,169.7,55.0,580.09,8.75,571.34,53.04,858.65,111.63,2730.12,4.778,202.01,No
6795,2026-07-21 04:00:00,M04,69.13,5.011,891.46,867.85,0.003901,141.42,162.22,24.63,186.85,55.0,477.32,8.49,468.83,52.59,794.17,103.24,2406.38,5.133,150.55,No
6796,2026-07-21 06:00:00,M03,80.06,4.425,996.43,972.61,0.005587,77.81,95.71,2.84,98.55,55.0,534.94,12.24,522.7,52.46,511.25,66.46,2398.35,4.588,318.22,No
6797,2026-07-21 08:00:00,M04,75.25,4.018,1134.71,1108.69,0.004675,139.43,164.58,35.75,200.33,55.0,609.78,15.59,594.19,52.36,860.03,111.8,2853.29,4.802,177.96,No
6798,2026-07-21 10:00:00,M01,78.31,3.979,1064.83,1030.1,0.005185,121.25,141.77,4.49,146.26,55.0,566.55,12.51,554.05,52.03,765.34,99.49,2664.46,4.809,227.28,No
6799,2026-07-21 12:00:00,M03,68.79,4.087,994.28,974.07,0.003732,175.17,190.34,12.38,202.72,55.0,535.74,12.52,523.22,52.62,952.22,123.79,2698.82,5.158,154.86,No
6800,2026-07-21 14:00:00,M01,72.28,3.97,1135.79,1123.44,0.004207,158.92,178.73,2.01,180.74,55.0,617.89,7.75,610.14,53.72,908.38,118.09,2963.28,4.857,202.55,No
6801,2026-07-21 16:00:00,M02,74.21,4.806,1033.24,1012.61,0.004635,125.45,144.05,15.35,159.4,55.0,556.93,8.6,548.33,53.07,744.18,96.74,2651.36,4.835,206.39,No
6802,2026-07-21 18:00:00,M04,68.97,4.774,1068.0,1054.77,0.003847,152.5,176.08,14.24,190.32,55.0,580.12,11.57,568.55,53.24,842.73,109.55,2772.95,4.877,179.24,No
6803,2026-07-21 20:00:00,M03,71.47,3.527,1033.71,1038.32,0.004026,159.75,181.04,8.16,189.2,55.0,571.08,13.59,557.49,53.93,907.08,117.92,2512.14,4.506,176.79,No
6804,2026-07-21 22:00:00,M02,68.79,4.217,1048.7,1056.07,0.003749,126.74,145.01,8.11,153.12,55.0,580.84,10.17,570.67,54.42,702.19,91.29,2709.05,4.747,223.61,No
6805,2026-07-22 00:00:00,M05,74.19,4.228,1055.14,1038.45,0.00454,119.02,144.01,9.85,153.86,55.0,571.15,5.88,565.27,53.57,716.3,93.12,2569.73,4.546,220.43,No
6806,2026-07-22 02:00:00,M04,64.73,3.848,1116.97,1112.01,0.003193,176.17,196.4,9.15,205.55,55.0,611.61,13.92,597.68,53.51,922.96,119.98,2816.61,4.713,174.46,No
6807,2026-07-22 04:00:00,M03,75.15,4.397,1128.7,1109.51,0.00472,134.89,155.29,52.7,207.99,55.0,610.23,5.61,604.62,53.57,813.64,105.77,3132.91,5.182,174.41,Yes
6808,2026-07-22 06:00:00,M05,73.71,4.857,959.4,939.39,0.004562,115.36,139.37,14.69,154.07,55.0,516.67,9.49,507.17,52.86,691.35,89.87,2487.93,4.905,197.52,No
6809,2026-07-22 08:00:00,M03,70.88,4.601,1032.0,1002.69,0.004094,125.35,146.78,11.5,158.28,55.0,551.48,12.56,538.91,52.22,726.46,94.44,2637.62,4.894,204.29,No
