Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
23.04,Female,60.2,1.59,190.64,122.79,52.06,1.8,1401.84,Yoga,25.91174039791681,2.69,4.0,2.98,23.81,3.0,-0.02,224.58,89.64,59.41,1748.0,Other,Breakfast,Paleo,35.64,463.09,151.55,315.54,Raw,19.26,98.15,1.37,Leg Raises,5.0,24.0,Combines lower body and upper body strength,354.63,"Chest, Triceps, Shoulders",Low Bar or TRX,Beginner,Arms,Upper,Cable crossovers,23.812349195047663,1791.5700000000002,0.5014149600629615,1.4890365448504983,0.5103911098282581,0.6440935795216115,346.1600000000001,44.60113228045408,1276.668,9.629323358405948e+19,High
18.37,Female,50.92,1.53,180.98,147.18,52.1,1.29,929.57,Yoga,23.432295071076634,2.1,2.99,2.01,21.75,3.01,-0.01,172.13,68.86,46.06,1258.0,Other,Breakfast,Balanced,16.71,938.22,283.04,400.49,Raw,38.06,71.91,1.1,Plank,4.0,19.11,Builds back strength,346.97,"Glutes, Hamstrings",Dumbbells or Barbell,Advanced,Shoulders,Grip Strength,Pull-ups,21.752317484728096,1378.5,0.4994704388828436,1.352317360565593,0.7377405338299194,0.8132390319372307,328.42999999999995,38.98827534980778,895.1826000000001,8.056203271566655e+19,Medium
28.13,Female,65.26,1.9,174.86,158.11,55.84,1.18,1038.4,Cardio,21.4762244092392,3.0,3.02,1.0,18.08,3.99,-0.02,231.59,92.34,62.22,1777.0,Other,Snack,Keto,26.16,857.12,259.43,238.88,Steamed,26.67,47.75,3.39,Resistance Band Pull-Aparts,4.01,14.86,Builds unilateral leg strength,367.71,"Shoulders, Upper Back",Wall,Beginner,Back,Upper,Close-grip bench press,18.07756232686981,1855.7,0.4991970684916743,1.414955562365921,0.8592673500252058,0.904209081550955,738.5999999999999,51.2446159505305,867.7955999999999,1.2944784283286061e+20,Very High
55.75,Male,58.99,1.56,182.25,155.13,56.97,1.27,1676.4,HIIT,26.45689385638244,2.59,4.01,2.0,24.24,3.01,-0.02,302.58,121.21,80.91,1641.0,Other,Dinner,Balanced,9.67,1452.77,110.64,338.67,Fried,56.62,20.36,1.69,Bear Crawls,3.02,10.01,Builds lower body power,174.8,"Chest, Triceps",Low Bar or TRX,Intermediate,Abs,Triceps,Barbell hip thrusts,24.23980933596318,2423.35,0.4994408566653599,2.0547550432276656,0.7835249042145593,0.8511934156378601,-35.40000000000009,43.383078314120006,443.992,2.999913259496174e+17,Low
19.02,Male,59.77,1.57,183.83,161.89,49.96,1.64,1278.22,Yoga,24.773885162993484,2.69,5.03,2.99,24.25,3.01,0.02,271.84,107.24,71.96,1775.0,Other,Snack,Vegan,40.64,1082.08,138.61,370.77,Steamed,28.5,44.97,3.34,Mountain Climbers,4.98,17.09,Strengthens lower abs and hip flexors,344.19,"Core, Shoulders, Hips",Barbell,Intermediate,Shoulders,Anterior,Pull-ups,24.24844821290925,2163.96,0.5024861827390524,1.7942111427137355,0.8361096586240381,0.8806506010988412,496.78,44.9626488380788,1128.9432,7.543864741227694e+19,Medium
33.98,Male,68.28,1.53,167.12,134.44,59.0,1.35,1636.47,HIIT,27.56169835824614,2.09,1.99,1.02,29.17,1.98,-0.01,268.21,108.28,72.16,1763.0,Other,Dinner,Low-Carb,40.2,1842.43,165.96,333.61,Raw,47.99,59.05,1.1,Bench Press,4.99,14.97,Builds shoulder width,334.98,"Back, Biceps",Resistance Band or Cable Machine,Intermediate,Legs,Quads,Incline cable crossovers,29.1682686146354,2155.4,0.4977451981070798,1.5858230814294083,0.6977432482426933,0.8044518908568693,126.52999999999996,49.46087236098954,904.446,6.044834055210108e+19,Low
27.95,Female,55.81,1.5,193.0,127.73,56.07,1.94,2273.29,Strength,26.33796927138549,2.69,5.01,3.02,24.8,2.99,-0.0,160.82,64.67,42.54,1748.0,Other,Breakfast,Keto,10.74,1519.84,275.79,208.2,Steamed,37.99,28.01,3.99,Windshield Wipers,5.01,19.95,Improves shoulder health and posture,326.54,Full Core,None or Dumbbells,Advanced,Arms,Lower,Lateral raises,24.80444444444445,1284.8200000000002,0.5006771376535234,1.1587529116645765,0.5233330898999489,0.6618134715025907,-525.29,41.11077934963976,1266.9752,4.907652671217901e+19,Low
38.26,Female,58.05,1.56,185.25,131.51,54.06,1.66,2373.8,HIIT,25.002017216616046,2.7,5.01,3.0,23.85,4.0,2.99,369.1,147.14,98.62,1818.0,Other,Dinner,Vegan,36.08,94.99,247.57,472.1,Roasted,36.67,73.81,3.9,Glute Bridges,5.0,14.93,Targets lower chest,337.52,"Upper Back, Rear Deltoids","Bench, Barbell",Advanced,Back,Anterior,Bird dog,23.853550295857985,2952.54,0.500044029886132,2.534711455641688,0.5903651192926289,0.7099055330634277,-555.8000000000002,43.53632900575438,1120.5664,6.429520865587206e+19,Low
27.84,Female,113.87,1.87,184.18,166.06,54.85,1.05,1386.0,HIIT,33.83002849222923,3.18,3.02,2.0,32.56,3.01,0.02,228.29,91.81,61.32,3037.0,Other,Dinner,Paleo,13.45,360.37,212.85,438.22,Raw,43.66,85.62,2.48,Incline Push-ups,3.97,24.0,Advanced core exercise,370.42,"Chest, Triceps",Parallel Bars or Chair,Beginner,Chest,Wrist Extensors,Plank,32.56312734135948,1832.28,0.4983736110201497,0.8062703082462457,0.8598932962189747,0.9016179824085134,1651.0,75.34774655589858,777.8820000000001,1.3745083795801409e+20,Very High
44.36,Male,41.06,1.58,195.06,167.74,70.98,1.47,1457.95,Strength,20.74497118186303,2.6,2.0,1.02,16.45,2.98,0.02,220.88,87.82,58.12,1154.0,Other,Dinner,Keto,26.11,784.65,140.48,266.3,Boiled,41.87,111.44,2.1,Push-ups,4.0,25.1,Targets abdominal muscles,339.0,"Quadriceps, Calves, Glutes",Parallel Bars or Chair,Intermediate,Chest,Posterior,Decline cable crossovers,16.44768466591892,1757.88,0.5026054110633263,2.138821237213833,0.7798194713088331,0.8599405311186302,-303.95000000000005,32.542114832727044,996.66,6.663439325183614e+19,Medium
57.01,Male,96.37,1.75,199.19,144.19,53.92,1.22,1171.2,Cardio,30.19467637620276,2.81,3.01,2.0,31.47,3.01,0.01,205.45,82.36,54.9,2607.0,Other,Lunch,Low-Carb,14.28,2075.54,14.87,220.09,Grilled,56.36,83.63,4.04,Bear Crawls,4.02,16.04,Builds chest strength,339.78,"Core, Shoulders, Legs","Bench, Barbell",Intermediate,Forearms,Middle,Bent-over lateral raises,31.46775510204082,1645.34,0.4994712339091008,0.8546228079277783,0.6213946444551526,0.7238817209699282,1435.8,67.2713903762534,829.0631999999999,6.789701143862712e+19,Medium
43.28,Female,57.53,1.61,179.16,124.4,53.96,1.05,1134.95,Strength,23.101273896545788,2.6,3.04,2.01,22.19,3.0,0.99,244.05,98.33,65.16,1662.0,Other,Dinner,Balanced,9.02,1395.43,38.78,476.13,Fried,47.34,106.96,2.17,Lat Pulldowns,4.0,19.02,Builds explosive upper body power,361.88,"Legs, Core",Resistance Band or Cable Machine,Advanced,Forearms,Quads,Close-grip bench press,22.1943597855021,1955.96,0.4990899609398965,1.709195202503042,0.5626198083067093,0.6943514177271712,527.05,44.23983712731721,759.948,1.1360382245438806e+20,Very High
22.25,Female,97.86,1.88,193.91,134.98,71.1,0.52,342.26,Yoga,28.6990785190006,2.18,1.98,1.0,27.69,3.99,-0.0,262.33,104.59,69.02,2529.0,Other,Snack,Vegetarian,2.97,1829.14,217.69,402.44,Grilled,58.09,106.85,2.2,Renegade Rows,5.01,16.87,Builds explosive power,361.49,Shoulders,None or Dumbbell,Intermediate,Chest,Wrist Extensors,Cable crossovers,27.687867813490268,2088.86,0.5023409898221998,1.0687717146944615,0.5201530819965801,0.6960961270692589,2186.74,69.77508176130601,375.9496,1.1260752333653565e+20,Very High
20.15,Male,93.09,1.94,176.45,131.23,70.89,1.15,828.69,Yoga,27.08443986940765,2.08,2.99,2.01,24.73,1.98,0.01,268.12,107.69,72.05,2461.0,Other,Breakfast,Low-Carb,3.61,1242.01,109.37,440.83,Fried,31.99,44.76,3.61,Kettlebell Swings,5.01,15.92,Targets upper chest,352.85,"Chest, Triceps",Bench or Chair,Advanced,Back,Wrist Extensors,Triceps dips,24.734296949728986,2151.69,0.4984361130088442,1.1568374691159091,0.5716180371352785,0.7437234344006801,1632.31,67.87709492556841,811.555,9.241544086070708e+19,High
40.06,Male,72.22,1.6,173.43,130.06,67.0,0.87,765.6,Cardio,27.659394344711544,1.91,3.01,1.0,28.21,4.01,-0.02,180.86,73.06,48.09,2121.0,Other,Breakfast,Balanced,43.48,774.57,129.11,419.76,Boiled,43.74,101.61,1.57,Reverse Lunges,4.01,18.02,Improves cardiovascular fitness,357.41,"Quadriceps, Glutes",Bench or Chair,Advanced,Back,Lower Chest,Overhead triceps extensions,28.210937499999996,1448.4900000000002,0.4994442488384455,1.0116311271116034,0.592502114065583,0.749927924811163,1355.4,52.24438540424932,621.8934,1.0263555100224251e+20,High
26.74,Female,65.14,1.52,195.1,120.03,60.02,1.2,1586.64,HIIT,31.16407951984382,2.11,3.99,2.02,28.19,3.0,0.0,202.86,81.21,54.46,1928.0,Other,Lunch,Balanced,17.99,653.27,113.58,349.25,Steamed,42.55,112.11,2.75,Seated Rows,5.01,25.01,Improves flexibility,338.36,"Lower Abs, Hip Flexors",None or Dumbbell,Intermediate,Legs,Posterior,Decline dumbbell press,28.19425207756233,1626.42,0.4989117202198694,1.2466994166410807,0.444255256144507,0.6152229625832907,341.3599999999999,44.83971860077374,812.064,6.5613842732087886e+19,Medium
45.04,Female,48.63,1.64,168.11,159.02,67.12,1.25,1650.0,HIIT,23.77636663427179,2.51,4.01,2.0,18.08,3.01,-0.02,220.75,88.02,58.88,1384.0,Other,Snack,Paleo,25.47,2321.18,53.11,364.71,Steamed,7.77,21.14,2.48,Plank,5.0,24.98,Builds upper body strength,347.88,"Chest, Triceps, Shoulders",Low Bar or TRX,Intermediate,Forearms,Lateral,Plank,18.080755502676983,1765.0,0.5002832861189802,1.8099938309685375,0.909991088226557,0.94592826125751,-266.0,37.06755290575364,869.7,8.230420031506427e+19,Medium
54.84,Male,128.66,1.68,178.59,165.22,52.04,1.14,1506.05,HIIT,35.0,2.59,3.99,2.01,45.59,3.0,-0.02,220.53,87.77,58.86,3384.0,Other,Snack,Keto,27.97,948.83,161.8,154.31,Roasted,10.41,18.27,1.34,Pistol Squats,4.99,20.99,Builds explosive power,356.45,"Legs, Core",Resistance Band,Intermediate,Arms,Anterior,Plate pinch,45.58531746031747,1762.94,0.5003687022814163,0.6821856054717861,0.8943500592651126,0.9251357858782686,1877.95,83.629,812.7059999999999,1.0040515410563123e+20,High
27.92,Female,59.0,2.01,198.13,135.43,64.97,1.32,952.78,Yoga,17.50125721986216,2.99,4.03,2.03,14.6,3.0,0.01,310.55,124.34,83.04,1677.0,Other,Lunch,Vegetarian,2.3,867.57,170.57,208.36,Baked,27.11,80.89,1.57,Kettlebell Swings,5.01,23.95,Improves shoulder mobility and posture,331.5,"Shoulders, Upper Back",Resistance Band or Cable Machine,Advanced,Abs,Upper,Military press,14.603598920818795,2486.92,0.4994933492030302,2.1074576271186443,0.529137879243016,0.6835411093726341,724.22,48.674258240281326,875.1600000000001,5.550644698118871e+19,Low
36.04,Female,83.37,1.94,167.91,123.36,50.12,1.8,1869.12,Cardio,23.96033409280587,3.51,4.96,2.98,22.15,3.0,0.01,244.92,97.79,65.37,2400.0,Other,Lunch,Balanced,33.5,77.6,130.46,287.51,Raw,21.43,86.99,2.63,Lat Pulldowns,4.03,24.88,Builds upper body strength,367.08,"Core, Obliques",Box or Platform,Advanced,Forearms,Grip Strength,Plate pinch,22.1516633010947,1959.17,0.5000484899217525,1.1729638958858102,0.6217845317938706,0.7346792924781133,530.8800000000001,63.39426946682775,1321.488,1.2764708031492068e+20,Very High
47.21,Female,67.37,1.75,198.9,146.18,56.17,1.12,1208.59,Strength,26.825085747307792,2.51,3.0,1.99,22.0,3.99,-0.02,234.76,94.58,63.09,1846.0,Other,Breakfast,Keto,27.13,2493.98,120.92,311.28,Baked,46.51,49.93,3.83,Pistol Squats,2.99,14.96,Improves shoulder mobility and posture,199.67,"Full Body, Core, Shoulders",Pull-up Bar,Advanced,Chest,Upper,Leg press,21.998367346938775,1885.17,0.498119532986415,1.4038889713522338,0.6306312618230224,0.7349421820010056,637.4100000000001,49.29793973203874,447.2608,8.868131003276781e+17,Low
48.77,Male,50.36,1.54,179.23,152.88,63.14,1.29,928.8,Yoga,25.345540927719487,2.11,2.96,2.0,21.23,2.0,0.03,222.95,89.76,59.74,1386.0,Other,Lunch,Paleo,47.96,2129.63,179.27,345.75,Baked,17.86,46.08,3.8,Dragon Flags,4.0,16.03,Builds explosive power,360.44,"Chest, Triceps",Step or Box,Beginner,Chest,Lateral,Donkey kicks,21.234609546297857,1788.5,0.4986301369863013,1.7823669579030978,0.7730209320354897,0.8529822016403504,457.2000000000001,37.59598558880047,929.9352,1.099632049042689e+20,High
54.02,Female,48.03,1.6,171.18,154.77,55.07,1.19,1574.73,HIIT,21.30514289835897,2.31,4.01,2.03,18.76,4.02,-0.02,239.84,96.13,64.5,1359.0,Other,Lunch,Low-Carb,22.95,956.55,273.6,339.13,Roasted,27.76,90.04,4.3,Turkish Get-ups,5.01,24.08,Strengthens lower body,336.82,"Lower Back, Glutes",Bench or Sturdy Surface,Advanced,Abs,Grip Strength,Barbell rows,18.76171875,1924.38,0.4985293964809444,2.0014574224443056,0.8586685040048231,0.9041359971959342,-215.73,37.79713986591819,801.6315999999999,6.3214178062480065e+19,Low
45.89,Male,54.64,1.72,194.27,160.92,73.07,0.9,891.0,Strength,23.605118391557443,2.89,2.0,1.0,18.47,2.0,-0.01,169.16,67.79,45.01,1438.0,Other,Breakfast,Low-Carb,1.56,1701.66,120.64,243.67,Baked,56.94,10.16,4.17,Prone Cobras,3.97,24.97,Builds unilateral leg strength,336.77,"Core, Shoulders, Legs",Resistance Band or Cable Machine,Intermediate,Chest,Lats,Leg press,18.469442942130883,1352.89,0.5001441358868792,1.240666178623719,0.7248349834983497,0.8283317032995314,547.0,41.742163310853016,606.186,6.31375758830899e+19,Low
49.73,Male,51.87,1.71,199.36,155.19,63.95,1.48,977.69,Yoga,21.69482811324525,2.91,2.01,1.01,17.74,3.0,0.02,274.95,110.22,73.14,1212.0,Other,Snack,Low-Carb,21.38,2027.61,63.4,260.66,Raw,44.65,43.1,3.8,Wall Angels,4.01,22.97,Enhances full-body coordination and stability,341.22,Triceps,Box or Platform,Intermediate,Legs,Grip Strength,Seated calf raises,17.73879142300195,2198.94,0.5001500723075665,2.1249277038750725,0.6738054796543829,0.778441011235955,234.30999999999997,40.61689265765968,1010.0112,7.0283275248084296e+19,Medium
48.94,Female,42.2,1.52,171.07,130.61,69.93,1.1,1089.0,Strength,22.06865331481435,2.21,3.02,1.0,18.27,3.0,1.04,239.34,95.69,63.67,1121.0,Other,Lunch,Keto,44.08,480.43,142.76,192.33,Grilled,41.13,77.82,3.63,Pistol Squats,4.01,21.91,Combines lower body and upper body strength,341.27,"Chest, Triceps",Cable Machine,Advanced,Back,Lateral,Romanian deadlifts,18.265235457063717,1913.15,0.5004103180618352,2.2675355450236965,0.5999604508601939,0.7634886303852225,32.0,32.88702830114834,750.794,7.036743760607923e+19,Medium
34.11,Male,102.57,1.71,185.08,135.39,71.88,0.95,1150.54,HIIT,35.0,3.19,1.99,1.01,35.08,2.99,-0.01,233.15,92.65,62.32,2687.0,Other,Snack,Keto,17.95,1706.33,230.08,215.2,Steamed,49.4,109.57,4.8,Windshield Wipers,5.01,19.89,Builds chest strength,351.89,"Shoulders, Upper Back",Kettlebell,Advanced,Arms,Anterior,Triceps pushdowns,35.07745973119935,1864.08,0.5003004162911463,0.903285561080238,0.5610424028268549,0.7315215042143937,1536.46,66.6705,668.5909999999999,9.038151103082188e+19,High
18.88,Female,58.93,1.57,183.94,162.35,49.98,1.66,2377.45,HIIT,25.83261961742661,2.68,4.98,3.02,23.91,2.97,-0.02,269.06,108.18,72.13,1633.0,Other,Snack,Keto,40.68,1082.41,142.76,372.66,Steamed,29.03,44.25,3.33,Burpees,5.02,17.05,Strengthens back and improves posture,344.96,"Core, Shoulders, Legs",Dumbbells or Barbell,Intermediate,Abs,Wrist Flexors,Military press,23.90766359690048,2158.13,0.4986909963718589,1.8357373154590195,0.8388324873096447,0.8826247689463955,-744.4499999999998,43.706837259450495,1145.2671999999998,7.682823234160842e+19,Medium
46.08,Male,95.17,1.82,164.05,119.32,68.88,1.46,1925.59,HIIT,32.21265640631838,3.21,3.02,1.99,28.73,1.99,-0.02,197.59,79.49,52.21,2481.0,Other,Breakfast,Vegetarian,14.51,1449.07,116.4,432.69,Steamed,22.3,79.57,2.82,Dragon Flags,4.0,24.07,Targets lower chest,344.7,Quadriceps,Box or Platform,Advanced,Abs,Middle,Donkey kicks,28.73143340176307,1578.21,0.5007952046939254,0.8352421981716927,0.5299989492487127,0.7273392258457786,555.4100000000001,64.5132148981068,1006.524,7.635653001959511e+19,Medium
58.35,Female,75.43,1.75,193.06,137.0,58.2,1.1,726.66,Yoga,25.38750455682569,2.91,2.02,1.01,24.63,4.01,0.02,197.71,79.01,52.73,2003.0,Other,Lunch,Low-Carb,42.56,1877.04,61.8,463.53,Roasted,10.67,76.21,3.0,Face Pulls,4.0,18.12,Activates and strengthens glutes,333.74,"Lower Chest, Triceps",None or Dumbbells,Advanced,Legs,Middle,Chest flyes,24.63020408163265,1581.45,0.5000727180751842,1.0474612223253348,0.5843096544564733,0.7096239511032839,1276.34,56.28020531278639,734.2280000000001,5.86448749823786e+19,Low
46.96,Male,87.9,1.6,186.05,125.78,59.84,1.86,1934.4,Cardio,35.0,3.5,5.0,3.0,34.34,3.0,1.0,315.96,125.17,83.45,2428.0,Other,Breakfast,Balanced,17.09,629.17,77.96,214.88,Roasted,54.05,83.43,1.31,Scissors Kicks,4.99,16.09,Improves unilateral leg strength and balance,345.02,"Legs, Shoulders, Core",Dumbbells or Barbell,Advanced,Chest,Posterior,Wrist curl,34.33593749999999,2515.57,0.5024070091470322,1.4240045506257109,0.5224625623960066,0.6760548239720505,493.5999999999999,57.135000000000005,1283.4744,7.693744932208586e+19,Medium
25.92,Male,51.58,2.0,173.2,133.18,54.1,0.74,731.27,Strength,14.127004131719197,2.31,2.01,1.0,12.9,3.0,-0.0,216.04,87.25,57.79,1334.0,Other,Lunch,Vegan,25.57,1172.57,271.95,160.89,Baked,54.12,27.89,3.47,Bicep Curls,3.98,25.05,Builds upper body strength,356.36,"Chest, Triceps, Shoulders",Resistance Band,Intermediate,Shoulders,Posterior,Bent-over rows,12.895,1733.27,0.4985720632100019,1.6915471112834433,0.6639798488664989,0.7689376443418015,602.73,44.29329126885924,527.4128000000001,1.0019825283665676e+20,High
27.66,Female,55.34,1.79,191.88,158.94,66.84,1.99,2331.88,Strength,21.6337270093674,2.71,5.02,3.02,17.27,2.99,3.99,371.45,148.96,99.18,1682.0,Other,Dinner,Low-Carb,35.72,2010.59,171.8,478.37,Grilled,17.94,18.62,3.86,Glute Bridges,3.99,24.12,Builds calf muscles,365.09,"Lower Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Abs,Wrist Flexors,Bent-over rows,17.27162073593209,2974.26,0.4995528299476172,2.69172388868811,0.7365642994241842,0.8283302063789869,-649.8800000000001,43.36789547301608,1453.0582,1.221025581698683e+20,Very High
57.93,Male,56.52,1.7,169.94,122.08,57.18,0.74,488.4,Yoga,23.427391831493207,2.71,1.99,1.0,19.56,2.99,0.04,205.95,82.1,54.82,1469.0,Other,Lunch,Paleo,8.13,1467.97,269.72,289.51,Raw,48.77,89.45,3.01,Burpees,5.0,16.06,Improves hip power and cardiovascular fitness,359.2,"Lower Abs, Hip Flexors","Bench, Barbell",Advanced,Legs,Triceps,Triceps pushdowns,19.55709342560554,1645.58,0.5006137653593262,1.4525831564048122,0.5755587087619725,0.7183711898317053,980.6,43.27883813684005,531.616,1.0691072166487987e+20,High
36.58,Female,53.2,1.72,183.81,156.42,49.97,1.12,805.06,Yoga,23.787201237169388,1.72,4.02,1.98,17.98,2.99,-0.0,246.38,99.76,65.87,1415.0,Other,Lunch,Balanced,12.87,1806.61,230.14,103.58,Raw,51.39,82.91,4.54,Wall Angels,3.97,24.98,Targets biceps and forearms,349.37,"Core, Shoulders, Hips",Bench or Sturdy Surface,Intermediate,Abs,Lower,Bicep Curls,17.982693347755546,1977.39,0.4983943481053308,1.875187969924812,0.7953526598924088,0.8509874326750448,609.94,40.54520894182589,782.5888000000001,8.522823389643203e+19,High
58.66,Female,122.49,1.88,176.94,160.63,67.23,1.3,1404.0,Strength,35.0,2.59,3.99,2.0,34.66,3.0,-0.02,296.91,118.21,78.44,3409.0,Other,Breakfast,Balanced,4.94,2061.66,145.1,229.1,Fried,17.19,5.51,2.07,Leg Press,4.02,19.95,Improves core stability,359.17,"Lower Abs, Hip Flexors",Bench or Step,Advanced,Legs,Anterior,Leg extensions,34.65651878678135,2366.44,0.5018677845202076,0.9650583721120092,0.8513353386199981,0.9078218605176896,2005.0,79.6185,933.842,1.0683780247145393e+20,High
42.9,Female,46.08,1.63,176.03,139.12,65.19,1.17,1030.54,Cardio,19.42877209184004,2.09,1.99,1.01,17.34,2.99,0.0,235.04,93.58,62.94,1186.0,Other,Snack,Paleo,19.32,2125.83,150.85,267.22,Raw,6.92,90.96,4.36,Plyo Squats,4.98,19.02,Targets upper chest,348.77,"Biceps, Forearms",None or Dumbbells,Intermediate,Forearms,Middle,Triceps pushdowns,17.34352064435997,1880.94,0.4998351887885844,2.0308159722222223,0.6669974738361603,0.7903198318468443,155.46000000000004,37.12722182008011,816.1217999999999,8.403998378079909e+19,High
34.05,Female,65.92,1.62,198.91,163.88,56.0,0.82,810.32,Strength,31.498977660403945,2.21,1.99,1.0,25.12,2.99,0.04,206.8,83.58,55.59,1625.0,Other,Dinner,Low-Carb,37.42,1686.02,231.02,212.87,Raw,10.98,113.45,4.89,Frog Jumps,4.99,15.05,Isolates triceps,349.2,Shoulders,Cable Machine,Beginner,Legs,Middle,Bent-over lateral raises,25.1181222374638,1661.83,0.4977645126156105,1.2679004854368932,0.754880694143167,0.823890201598713,814.68,45.15587392626172,572.688,8.48900748656778e+19,High
19.33,Male,64.65,1.53,166.18,167.23,58.22,1.32,951.19,Yoga,27.385377382377555,2.29,2.96,2.01,27.62,3.0,-0.0,235.17,94.01,62.58,1683.0,Other,Breakfast,Paleo,37.09,2455.42,135.18,235.62,Baked,32.59,119.3,4.23,Squats,2.99,12.04,Isolates and strengthens triceps,169.89,Calves,Kettlebell,Intermediate,Arms,Wrist Extensors,Hanging leg raises,27.617582980904785,1879.94,0.5003776716278179,1.454137664346481,1.0097258243793996,1.0063184498736308,731.81,46.94535352229291,448.5096,2.3786624093118534e+17,Low
43.08,Female,82.77,1.85,186.84,141.95,49.96,1.21,870.47,Yoga,30.16962453023813,3.1,4.0,1.99,24.18,3.0,-0.02,156.26,62.71,41.41,2220.0,Other,Snack,Keto,7.91,1455.14,125.75,386.96,Boiled,5.86,92.63,2.1,Frog Jumps,4.99,23.99,Builds lower body power and endurance,370.67,"Quadriceps, Calves, Glutes",Wall,Intermediate,Arms,Quads,Dumbbell curls,24.184075967859748,1248.57,0.5006046917673819,0.7576416576054127,0.6720485096434832,0.7597409548276599,1349.53,57.7986017763219,897.0214,1.3821054569942663e+20,Very High
33.83,Male,51.25,1.78,171.08,129.87,53.2,1.38,1324.8,Cardio,18.27392259251325,2.69,4.01,2.0,16.18,1.99,0.02,213.04,84.99,56.61,1504.0,Other,Breakfast,Keto,13.28,692.88,3.2,187.45,Raw,9.2,114.13,3.9,Leg Raises,3.99,20.87,Strengthens lower abs and hip flexors,360.18,"Shoulders, Triceps",Cable Machine,Intermediate,Legs,Lats,Wrist extension,16.17535664688802,1701.61,0.5007963046761597,1.658341463414634,0.6504071937563624,0.7591185410334346,179.20000000000005,41.88461467133696,994.0968,1.0931690441853488e+20,High
28.35,Female,114.76,1.87,184.09,166.35,55.09,1.05,1135.89,Strength,31.37374521868771,3.2,3.0,2.02,32.82,3.01,0.04,228.73,91.19,61.39,3228.0,Other,Breakfast,Keto,12.55,363.53,213.8,441.33,Raw,44.31,84.77,2.49,Incline Push-ups,4.0,24.04,Builds calf muscles,370.59,"Core, Lower Back",Barbell,Intermediate,Forearms,Wrist Extensors,Standing calf raises,32.817638479796386,1832.19,0.4993586909654566,0.7946148483792261,0.8624806201550387,0.9036340920202076,2092.11,78.75548998703398,778.239,1.3796703914583083e+20,Very High
45.6,Male,59.29,1.69,164.76,146.88,62.03,1.16,1112.67,Cardio,24.089360432036493,2.49,4.01,1.99,20.76,2.0,0.02,249.01,98.93,66.52,1490.0,Other,Dinner,Low-Carb,16.16,1323.95,51.94,120.15,Roasted,29.29,36.2,1.11,Thrusters,4.0,23.06,Improves hip power and cardiovascular fitness,350.21,"Full Body, Core, Shoulders",None or Dumbbell,Intermediate,Forearms,Lower Chest,Close-grip bench press,20.759077063128043,1990.44,0.5004119692128374,1.6685781750716815,0.825951523410883,0.8914785142024764,377.3299999999999,45.00741819984557,812.4871999999999,8.691655622151489e+19,High
29.62,Female,108.4,1.66,193.94,140.35,64.13,1.08,1037.66,Cardio,35.0,2.79,2.98,2.01,39.34,3.0,1.98,298.96,118.85,79.38,3097.0,Other,Dinner,Vegan,6.96,2306.82,84.16,359.46,Roasted,43.16,24.63,1.68,Shoulder Press,3.99,17.01,Strengthens core and improves mobility,368.47,"Shoulders, Upper Back",Cable Machine or Resistance Band,Advanced,Shoulders,Wrist Flexors,Hammer curl,39.33807519233561,2385.66,0.5012617053561698,1.09640221402214,0.5871658577921578,0.7236774260080437,2059.34,70.46000000000001,795.8952000000002,1.316498428005657e+20,Very High
44.19,Female,94.83,1.84,170.01,119.8,66.72,1.25,1350.0,Strength,30.44081949527828,3.09,4.0,2.0,28.01,3.99,2.01,296.1,118.78,78.77,2502.0,Other,Lunch,Low-Carb,44.06,1386.32,176.05,333.45,Roasted,18.46,20.42,3.23,Bear Crawls,5.02,21.08,Improves core stability,335.37,"Lower Abs, Hip Flexors",None or Dumbbell,Advanced,Chest,Posterior,Barbell rows,28.00980623818525,2368.45,0.5000738879858135,1.252557207634715,0.5138929228386098,0.7046644315040292,1152.0,65.96297087262761,838.425,6.102553477603404e+19,Low
19.01,Male,58.32,1.77,181.08,135.82,52.99,1.39,1681.9,HIIT,22.2103418790666,2.7,2.0,1.0,18.62,2.99,1.0,213.4,84.04,56.3,1578.0,Other,Dinner,Balanced,11.6,619.25,9.14,237.19,Steamed,33.15,74.86,1.55,Pistol Squats,4.01,17.96,Strengthens shoulders,344.94,Core,Bench or Sturdy Surface,Beginner,Forearms,Wrist Extensors,Decline dumbbell press,18.615340419419702,1696.46,0.5031654150407319,1.4410150891632374,0.6466546959169333,0.7500552242102937,-103.90000000000008,45.36692861612836,958.9332,7.679185694126806e+19,Medium
